행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
스위트 원더랜드(달콤한 상상),"군산예술의전당 2,3전시실",체험전시,2022-07-14,2022-08-14,11:00,16:40,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,전연령관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산 시립교향악단 제67회 기획연주회,군산예술의전당 대공연장,클래식,2022-07-14,2022-07-14,19:30,20:40,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,전석5000원,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
Best of LDP,군산예술의전당 대공연장,무용,2022-07-23,2022-07-23,15:00,16:10,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
문화가있는날 하우스콘서트(황애리),군산예술의전당 대공연장,클래식,2022-06-29,2022-06-29,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
"안치환, 정호승시인을 노래하다",군산예술의전당 대공연장,콘서트,2018-10-20,2018-10-20,17:00,19:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
청년작가전,"군산예술의전당 2,3전시실",전시,2018-09-17,2018-09-30,10:00,17:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
뮤지컬 스타 콘서트,군산예술의전당 대공연장,뮤지컬,2018-09-14,2018-09-14,19:30,21:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석50000원+S석30000원+A석20000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
문화가 있는날(해금 앙상블),군산예술의전당 소공연장,국악,2018-08-29,2018-08-29,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
빅밴드와 함께하는 BMK 콘서트,군산예술의전당 대공연장,콘서트,2018-08-25,2018-08-25,17:00,19:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석50000원+S석30000원+A석20000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
썸머 페스티벌,군산예술의전당야외광장,다원예술,2018-07-28,2018-08-04,20:00,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
도립국악원 창극 배비장전,군산예술의전당 대공연장,국악,2018-07-14,2018-07-14,15:00,17:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
체험전시 해저탐험전,"군산예술의전당 2,3전시실",체험전시,2018-06-30,2018-07-29,10:00,17:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,아이7000원+성인3000원,전연령관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
문화가 있는날(비올라&기타),군산예술의전당 대공연장,클래식,2018-06-27,2018-06-27,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
국립합창단 까르미나 부라나,군산예술의전당 대공연장,클래식,2018-06-09,2018-06-09,15:00,17:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,전석10000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
문화가 있는날(아카펠라그룹 솔리스츠),군산예술의전당 대공연장,클래식,2018-05-30,2018-05-30,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
모여라 딩동댕,군산예술의전당 대공연장,다원예술,2018-05-16,2018-05-16,14:00,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
"시립예술단 합동공연(민우혁,유지)",군산예술의전당 대공연장,다원예술,2018-05-03,2018-05-03,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
피아니스트 백건우 독주회,군산예술의전당 대공연장,클래식,2018-05-01,2018-05-01,19:30,21:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석30000원+S석20000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
도립국악원,군산예술의전당 대공연장,국악,2018-04-28,2018-04-28,15:00,17:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
신춘음악회,군산예술의전당 대공연장,콘서트,2018-03-17,2018-03-17,17:00,20:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석50000원+S석40000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
뮤지컬김종욱찾기,군산예술의전당 대공연장,뮤지컬,2018-02-24,2018-02-24,15:00,21:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석30000원+S석20000원,초등생이상 관람가,,,https://www.gunsan.go.kr/arts,http://www.kcn.tv/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
캐리TV 러브콘서트 KPOP,군산예술의전당 대공연장,콘서트,2022-12-24,2022-12-25,16:30,17:30,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,VIP석66000원+R석55000원,24개월이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산시립합창단 제110회 정기 연주회 레 미제라블 (Les Miserable) 갈라 콘서트,군산예술의전당 대공연장,클래식,2022-12-22,2022-12-22,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
에일리 전국투어 콘서트,군산예술의전당 대공연장,콘서트,2022-12-09,2022-12-10,19:30,21:30,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,VIP석132000원+R석121000원+S석80000원,15세이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
뮤지컬 브레드이발소 <대결 최고의 이발사>,군산예술의전당 대공연장,뮤지컬,2022-12-03,2022-12-04,11:00,12:00,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,전석60000원,24개월이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산시립교향악단 제149회 정기연주회 “이명근상임지휘자 취임연주회”,군산예술의전당 대공연장,클래식,2022-12-01,2022-12-01,19:30,20:40,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
공명콘서트 - 스페이스 뱀부,군산예술의전당 소공연장,클래식,2022-11-29,2022-11-29,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
"군산시립교향악단 제68회 특별기획연주회 “클래식, 젊음을 만나다 5”",군산예술의전당 대공연장,클래식,2022-11-10,2022-11-10,19:30,20:50,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산시립합창단 제109회 정기 연주회,군산예술의전당 대공연장,클래식,2022-11-03,2022-11-03,19:30,20:40,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산시립교향악단 제148회 정기연주회,군산예술의전당 대공연장,클래식,2022-10-21,2022-10-21,19:30,20:40,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
뮤지컬 만복이네 떡집,군산예술의전당 대공연장,뮤지컬,2022-10-15,2022-10-15,14:00,15:10,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,전석20000원,36개월이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
9월 문화가 있는 날 하우스 콘서트(하프시스),군산예술의전당 대공연장,클래식,2022-09-28,2022-09-28,19:30,20:30,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
트롯의 명수 (박현빈 & 류지광 in 군산),군산예술의전당 대공연장,콘서트,2022-09-24,2022-09-24,15:00,16:30,유료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,R석30000원+S석20000원+A석10000원,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
KBS 국악관현악단과 함께하는 새만금 음악회,군산예술의전당 대공연장,국악,2022-09-16,2022-09-16,19:30,21:00,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
군산시립교향악단 제147회 정기연주회 “새로운 희망”,군산예술의전당 대공연장,클래식,2022-09-15,2022-09-15,19:30,21:20,무료,군산예술의전당,전북특별자치도 군산시청,063-454-5535,,,,초등생이상관람가,,,https://www.gunsan.go.kr/arts,http://www.ticketlink.co.kr/,Y,전북특별자치도 군산시 백토로 203,전북특별자치도 군산시 지곡동 278,35.96078244,126.7070385,2026-06-15,4671000,전북특별자치도 군산시
